frame_counter,prob_free,prob_left,prob_right,prob_blocked,direction,force,rot_force,rot_force_p_component,rot_force_d_component,n_frames_stuck,exploration
314,0.001,0.055,0.025,0.919,LEFT,0.0,-0.002,-0.005,0.003,11,False
315,0.001,0.06,0.017,0.922,LEFT,0.01,-0.008,-0.008,-0.001,12,False
316,0.009,0.276,0.058,0.657,LEFT,0.05,-0.048,-0.039,-0.009,13,False
317,0.079,0.127,0.054,0.74,LEFT,0.01,-0.006,-0.013,0.007,14,False
318,0.748,0.068,0.123,0.06,FWRD,0.3,0.0,0.0,0.0,0,False
319,0.898,0.039,0.05,0.014,FWRD,0.3,0.0,0.0,0.0,0,False
320,0.927,0.013,0.033,0.028,FWRD,0.3,0.0,0.0,0.0,0,False
321,0.053,0.08,0.032,0.835,LEFT,0.01,-0.012,-0.009,-0.003,1,False
322,0.01,0.187,0.013,0.79,LEFT,0.04,-0.038,-0.031,-0.006,2,False
323,0.0,0.096,0.003,0.901,LEFT,0.01,-0.013,-0.017,0.004,3,False
324,0.001,0.038,0.011,0.951,LEFT,0.0,-0.002,-0.005,0.003,4,False
325,0.003,0.282,0.037,0.678,LEFT,0.06,-0.055,-0.044,-0.011,5,False
326,0.001,0.561,0.026,0.412,LEFT,0.11,-0.111,-0.096,-0.014,6,False
327,0.002,0.073,0.008,0.917,RGHT,0.01,0.012,-0.012,0.024,7,False
328,0.001,0.599,0.02,0.38,LEFT,0.13,-0.13,-0.104,-0.026,8,False
329,0.005,0.358,0.141,0.497,LEFT,0.02,-0.021,-0.039,0.018,9,False
330,0.0,0.322,0.02,0.657,LEFT,0.06,-0.059,-0.054,-0.004,10,False
331,0.001,0.352,0.027,0.62,LEFT,0.06,-0.06,-0.058,-0.001,11,False
332,0.0,0.422,0.039,0.539,LEFT,0.07,-0.072,-0.069,-0.003,12,False
333,0.008,0.291,0.019,0.682,LEFT,0.04,-0.043,-0.049,0.006,13,False
334,0.315,0.248,0.063,0.374,FWRD,0.3,0.0,0.0,0.0,0,False
335,0.211,0.457,0.091,0.242,LEFT,0.07,-0.075,-0.066,-0.009,1,False
336,0.868,0.053,0.032,0.047,FWRD,0.3,0.0,0.0,0.0,0,False
337,0.973,0.012,0.006,0.009,FWRD,0.3,0.0,0.0,0.0,0,False
338,0.863,0.047,0.045,0.045,FWRD,0.3,0.0,0.0,0.0,0,False
339,0.907,0.036,0.053,0.005,FWRD,0.3,0.0,0.0,0.0,0,False
340,0.931,0.025,0.023,0.021,FWRD,0.3,0.0,0.0,0.0,0,False
341,0.869,0.058,0.028,0.045,FWRD,0.3,0.0,0.0,0.0,0,False
342,0.676,0.128,0.057,0.138,FWRD,0.3,0.0,0.0,0.0,0,False
343,0.843,0.081,0.031,0.046,FWRD,0.3,0.0,0.0,0.0,0,False
344,0.908,0.035,0.03,0.027,FWRD,0.3,0.0,0.0,0.0,0,False
345,0.959,0.015,0.018,0.008,FWRD,0.3,0.0,0.0,0.0,0,False
346,0.932,0.038,0.016,0.014,FWRD,0.3,0.0,0.0,0.0,0,False
347,0.871,0.065,0.049,0.015,FWRD,0.3,0.0,0.0,0.0,0,False
348,0.96,0.014,0.014,0.012,FWRD,0.3,0.0,0.0,0.0,0,False
349,0.9,0.036,0.051,0.013,FWRD,0.3,0.0,0.0,0.0,0,False
350,0.877,0.025,0.086,0.013,FWRD,0.3,0.0,0.0,0.0,0,False
351,0.976,0.009,0.013,0.002,FWRD,0.3,0.0,0.0,0.0,0,False
352,0.908,0.014,0.074,0.004,FWRD,0.3,0.0,0.0,0.0,0,False
353,0.926,0.014,0.055,0.005,FWRD,0.3,0.0,0.0,0.0,0,False
354,0.966,0.009,0.024,0.002,FWRD,0.3,0.0,0.0,0.0,0,False
355,0.955,0.01,0.024,0.011,FWRD,0.3,0.0,0.0,0.0,0,False
356,0.869,0.027,0.09,0.014,FWRD,0.3,0.0,0.0,0.0,0,False
357,0.963,0.01,0.019,0.007,FWRD,0.3,0.0,0.0,0.0,0,False
358,0.877,0.029,0.057,0.037,FWRD,0.3,0.0,0.0,0.0,0,False
359,0.951,0.01,0.031,0.008,FWRD,0.3,0.0,0.0,0.0,0,False
360,0.887,0.037,0.065,0.012,FWRD,0.3,0.0,0.0,0.0,0,False
361,0.949,0.014,0.027,0.011,FWRD,0.3,0.0,0.0,0.0,0,False
362,0.851,0.037,0.068,0.044,FWRD,0.3,0.0,0.0,0.0,0,False
363,0.936,0.023,0.028,0.013,FWRD,0.3,0.0,0.0,0.0,0,False
364,0.892,0.039,0.04,0.028,FWRD,0.3,0.0,0.0,0.0,0,False
365,0.932,0.028,0.027,0.012,FWRD,0.3,0.0,0.0,0.0,0,False
366,0.85,0.086,0.038,0.026,FWRD,0.3,0.0,0.0,0.0,0,False
367,0.949,0.017,0.022,0.012,FWRD,0.3,0.0,0.0,0.0,0,False
368,0.852,0.038,0.089,0.021,FWRD,0.3,0.0,0.0,0.0,0,False
369,0.922,0.013,0.038,0.027,FWRD,0.3,0.0,0.0,0.0,0,False
370,0.955,0.005,0.029,0.011,FWRD,0.3,0.0,0.0,0.0,0,False
371,0.957,0.004,0.032,0.007,FWRD,0.3,0.0,0.0,0.0,0,False
372,0.828,0.05,0.077,0.044,FWRD,0.3,0.0,0.0,0.0,0,False
373,0.81,0.06,0.081,0.049,FWRD,0.3,0.0,0.0,0.0,0,False
374,0.668,0.085,0.206,0.041,FWRD,0.3,0.0,0.0,0.0,0,False
375,0.776,0.037,0.164,0.023,FWRD,0.3,0.0,0.0,0.0,0,False
376,0.768,0.036,0.115,0.081,FWRD,0.3,0.0,0.0,0.0,0,False
377,0.831,0.026,0.108,0.035,FWRD,0.3,0.0,0.0,0.0,0,False
378,0.923,0.006,0.056,0.015,FWRD,0.3,0.0,0.0,0.0,0,False
379,0.759,0.045,0.165,0.031,FWRD,0.3,0.0,0.0,0.0,0,False
380,0.697,0.053,0.186,0.064,FWRD,0.3,0.0,0.0,0.0,0,False
381,0.639,0.096,0.093,0.173,FWRD,0.3,0.0,0.0,0.0,0,False
382,0.848,0.054,0.054,0.044,FWRD,0.3,0.0,0.0,0.0,0,False
383,0.888,0.028,0.044,0.04,FWRD,0.3,0.0,0.0,0.0,0,False
384,0.848,0.032,0.091,0.03,FWRD,0.3,0.0,0.0,0.0,0,False
385,0.768,0.032,0.155,0.045,FWRD,0.3,0.0,0.0,0.0,0,False
386,0.387,0.129,0.246,0.238,FWRD,0.3,0.0,0.0,0.0,0,False
387,0.694,0.072,0.171,0.062,FWRD,0.3,0.0,0.0,0.0,0,False
388,0.799,0.016,0.173,0.012,FWRD,0.3,0.0,0.0,0.0,0,False
389,0.708,0.047,0.171,0.074,FWRD,0.3,0.0,0.0,0.0,0,False
390,0.786,0.04,0.132,0.042,FWRD,0.3,0.0,0.0,0.0,0,False
391,0.898,0.01,0.082,0.01,FWRD,0.3,0.0,0.0,0.0,0,False
392,0.741,0.05,0.163,0.046,FWRD,0.3,0.0,0.0,0.0,0,False
393,0.654,0.022,0.299,0.024,FWRD,0.3,0.0,0.0,0.0,0,False
394,0.598,0.054,0.304,0.044,FWRD,0.3,0.0,0.0,0.0,0,False
395,0.66,0.028,0.299,0.013,FWRD,0.3,0.0,0.0,0.0,0,False
396,0.86,0.019,0.107,0.014,FWRD,0.3,0.0,0.0,0.0,0,False
397,0.848,0.052,0.091,0.01,FWRD,0.3,0.0,0.0,0.0,0,False
398,0.949,0.005,0.038,0.007,FWRD,0.3,0.0,0.0,0.0,0,False
399,0.834,0.037,0.086,0.043,FWRD,0.3,0.0,0.0,0.0,0,False
400,0.871,0.025,0.073,0.031,FWRD,0.3,0.0,0.0,0.0,0,False
401,0.928,0.013,0.051,0.007,FWRD,0.3,0.0,0.0,0.0,0,False
402,0.779,0.016,0.119,0.086,FWRD,0.3,0.0,0.0,0.0,0,False
403,0.867,0.016,0.082,0.035,FWRD,0.3,0.0,0.0,0.0,0,False
404,0.728,0.028,0.225,0.019,FWRD,0.3,0.0,0.0,0.0,0,False
405,0.712,0.01,0.276,0.001,FWRD,0.3,0.0,0.0,0.0,0,False
406,0.703,0.041,0.232,0.024,FWRD,0.3,0.0,0.0,0.0,0,False
407,0.549,0.132,0.303,0.016,FWRD,0.3,0.0,0.0,0.0,0,False
408,0.347,0.268,0.288,0.097,FWRD,0.3,0.0,0.0,0.0,0,False
409,0.539,0.366,0.085,0.01,FWRD,0.3,0.0,0.0,0.0,0,False
410,0.608,0.269,0.1,0.023,FWRD,0.3,0.0,0.0,0.0,0,False
411,0.67,0.23,0.085,0.014,FWRD,0.3,0.0,0.0,0.0,0,False
412,0.614,0.33,0.034,0.022,FWRD,0.3,0.0,0.0,0.0,0,False
413,0.395,0.564,0.024,0.018,FWRD,0.3,0.0,0.0,0.0,0,False
414,0.177,0.713,0.037,0.073,LEFT,0.13,-0.129,-0.122,-0.007,1,False
415,0.307,0.652,0.027,0.014,FWRD,0.3,0.0,0.0,0.0,0,False
416,0.226,0.727,0.021,0.026,LEFT,0.13,-0.131,-0.127,-0.004,1,False
417,0.69,0.248,0.036,0.026,FWRD,0.3,0.0,0.0,0.0,0,False
418,0.567,0.297,0.065,0.071,FWRD,0.3,0.0,0.0,0.0,0,False
419,0.402,0.353,0.093,0.152,FWRD,0.3,0.0,0.0,0.0,0,False
420,0.274,0.582,0.044,0.1,FWRD,0.3,0.0,0.0,0.0,0,False
421,0.449,0.292,0.085,0.174,FWRD,0.3,0.0,0.0,0.0,0,False
422,0.791,0.061,0.041,0.107,FWRD,0.3,0.0,0.0,0.0,0,False
423,0.71,0.118,0.054,0.117,FWRD,0.3,0.0,0.0,0.0,0,False
424,0.914,0.027,0.032,0.027,FWRD,0.3,0.0,0.0,0.0,0,False
425,0.925,0.021,0.03,0.023,FWRD,0.3,0.0,0.0,0.0,0,False
426,0.886,0.032,0.043,0.038,FWRD,0.3,0.0,0.0,0.0,0,False
427,0.662,0.162,0.072,0.104,FWRD,0.3,0.0,0.0,0.0,0,False
428,0.862,0.049,0.056,0.033,FWRD,0.3,0.0,0.0,0.0,0,False
429,0.935,0.018,0.03,0.017,FWRD,0.3,0.0,0.0,0.0,0,False
430,0.89,0.028,0.067,0.015,FWRD,0.3,0.0,0.0,0.0,0,False
431,0.923,0.016,0.051,0.01,FWRD,0.3,0.0,0.0,0.0,0,False
432,0.747,0.091,0.09,0.072,FWRD,0.3,0.0,0.0,0.0,0,False
433,0.735,0.058,0.15,0.056,FWRD,0.3,0.0,0.0,0.0,0,False
434,0.838,0.045,0.063,0.054,FWRD,0.3,0.0,0.0,0.0,0,False
435,0.831,0.03,0.114,0.025,FWRD,0.3,0.0,0.0,0.0,0,False
436,0.861,0.028,0.093,0.019,FWRD,0.3,0.0,0.0,0.0,0,False
437,0.947,0.007,0.042,0.004,FWRD,0.3,0.0,0.0,0.0,0,False
438,0.708,0.028,0.25,0.014,FWRD,0.3,0.0,0.0,0.0,0,False
439,0.922,0.011,0.058,0.009,FWRD,0.3,0.0,0.0,0.0,0,False
440,0.863,0.02,0.084,0.033,FWRD,0.3,0.0,0.0,0.0,0,False
441,0.764,0.052,0.156,0.028,FWRD,0.3,0.0,0.0,0.0,0,False
442,0.736,0.091,0.143,0.03,FWRD,0.3,0.0,0.0,0.0,0,False
443,0.736,0.061,0.18,0.023,FWRD,0.3,0.0,0.0,0.0,0,False
444,0.83,0.043,0.116,0.011,FWRD,0.3,0.0,0.0,0.0,0,False
445,0.648,0.033,0.287,0.032,FWRD,0.3,0.0,0.0,0.0,0,False
446,0.692,0.054,0.202,0.053,FWRD,0.3,0.0,0.0,0.0,0,False
447,0.509,0.115,0.334,0.042,FWRD,0.3,0.0,0.0,0.0,0,False
448,0.547,0.028,0.373,0.052,FWRD,0.3,0.0,0.0,0.0,0,False
449,0.577,0.109,0.288,0.026,FWRD,0.3,0.0,0.0,0.0,0,False
450,0.422,0.093,0.375,0.111,FWRD,0.3,0.0,0.0,0.0,0,False
451,0.548,0.073,0.243,0.136,FWRD,0.3,0.0,0.0,0.0,0,False
452,0.594,0.095,0.222,0.089,FWRD,0.3,0.0,0.0,0.0,0,False
453,0.745,0.128,0.083,0.043,FWRD,0.3,0.0,0.0,0.0,0,False
454,0.887,0.018,0.079,0.016,FWRD,0.3,0.0,0.0,0.0,0,False
455,0.82,0.026,0.069,0.084,FWRD,0.3,0.0,0.0,0.0,0,False
456,0.69,0.079,0.129,0.101,FWRD,0.3,0.0,0.0,0.0,0,False
457,0.828,0.008,0.138,0.026,FWRD,0.3,0.0,0.0,0.0,0,False
458,0.739,0.014,0.236,0.011,FWRD,0.3,0.0,0.0,0.0,0,False
459,0.877,0.01,0.111,0.001,FWRD,0.3,0.0,0.0,0.0,0,False
460,0.555,0.093,0.326,0.027,FWRD,0.3,0.0,0.0,0.0,0,False
461,0.838,0.029,0.131,0.003,FWRD,0.3,0.0,0.0,0.0,0,False
462,0.731,0.096,0.137,0.035,FWRD,0.3,0.0,0.0,0.0,0,False
463,0.793,0.112,0.088,0.008,FWRD,0.3,0.0,0.0,0.0,0,False
464,0.673,0.238,0.06,0.029,FWRD,0.3,0.0,0.0,0.0,0,False
465,0.64,0.315,0.034,0.011,FWRD,0.3,0.0,0.0,0.0,0,False
466,0.633,0.248,0.07,0.048,FWRD,0.3,0.0,0.0,0.0,0,False
467,0.581,0.38,0.03,0.009,FWRD,0.3,0.0,0.0,0.0,0,False
468,0.287,0.672,0.022,0.019,FWRD,0.3,0.0,0.0,0.0,0,False
469,0.37,0.602,0.019,0.009,FWRD,0.3,0.0,0.0,0.0,0,False
470,0.215,0.726,0.044,0.015,LEFT,0.13,-0.128,-0.123,-0.005,1,False
471,0.501,0.375,0.039,0.085,FWRD,0.3,0.0,0.0,0.0,0,False
472,0.391,0.485,0.059,0.065,FWRD,0.3,0.0,0.0,0.0,0,False
473,0.324,0.573,0.027,0.076,FWRD,0.3,0.0,0.0,0.0,0,False
474,0.731,0.138,0.053,0.078,FWRD,0.3,0.0,0.0,0.0,0,False
475,0.913,0.059,0.012,0.016,FWRD,0.3,0.0,0.0,0.0,0,False
476,0.862,0.049,0.028,0.061,FWRD,0.3,0.0,0.0,0.0,0,False
477,0.845,0.047,0.052,0.056,FWRD,0.3,0.0,0.0,0.0,0,False
478,0.808,0.067,0.064,0.061,FWRD,0.3,0.0,0.0,0.0,0,False
479,0.902,0.031,0.03,0.037,FWRD,0.3,0.0,0.0,0.0,0,False
480,0.857,0.054,0.033,0.056,FWRD,0.3,0.0,0.0,0.0,0,False
481,0.902,0.023,0.03,0.045,FWRD,0.3,0.0,0.0,0.0,0,False
482,0.849,0.059,0.054,0.038,FWRD,0.3,0.0,0.0,0.0,0,False
483,0.792,0.051,0.092,0.064,FWRD,0.3,0.0,0.0,0.0,0,False
484,0.903,0.013,0.052,0.031,FWRD,0.3,0.0,0.0,0.0,0,False
485,0.902,0.019,0.069,0.01,FWRD,0.3,0.0,0.0,0.0,0,False
486,0.816,0.038,0.122,0.024,FWRD,0.3,0.0,0.0,0.0,0,False
487,0.796,0.052,0.12,0.032,FWRD,0.3,0.0,0.0,0.0,0,False
488,0.865,0.028,0.081,0.026,FWRD,0.3,0.0,0.0,0.0,0,False
489,0.406,0.12,0.32,0.155,FWRD,0.3,0.0,0.0,0.0,0,False
490,0.737,0.041,0.19,0.031,FWRD,0.3,0.0,0.0,0.0,0,False
491,0.585,0.118,0.233,0.064,FWRD,0.3,0.0,0.0,0.0,0,False
492,0.664,0.083,0.208,0.045,FWRD,0.3,0.0,0.0,0.0,0,False
493,0.482,0.159,0.225,0.135,FWRD,0.3,0.0,0.0,0.0,0,False
494,0.491,0.194,0.166,0.149,FWRD,0.3,0.0,0.0,0.0,0,False
495,0.41,0.145,0.312,0.133,FWRD,0.3,0.0,0.0,0.0,0,False
496,0.454,0.082,0.405,0.059,FWRD,0.3,0.0,0.0,0.0,0,False
497,0.455,0.099,0.112,0.334,FWRD,0.3,0.0,0.0,0.0,0,False
498,0.519,0.146,0.191,0.144,FWRD,0.3,0.0,0.0,0.0,0,False
499,0.599,0.1,0.093,0.207,FWRD,0.3,0.0,0.0,0.0,0,False
500,0.704,0.069,0.118,0.108,FWRD,0.3,0.0,0.0,0.0,0,False
501,0.526,0.072,0.168,0.234,FWRD,0.3,0.0,0.0,0.0,0,False
502,0.795,0.008,0.178,0.019,FWRD,0.3,0.0,0.0,0.0,0,False
503,0.638,0.019,0.327,0.016,FWRD,0.3,0.0,0.0,0.0,0,False
504,0.842,0.014,0.134,0.01,FWRD,0.3,0.0,0.0,0.0,0,False
505,0.836,0.011,0.149,0.004,FWRD,0.3,0.0,0.0,0.0,0,False
506,0.777,0.073,0.143,0.007,FWRD,0.3,0.0,0.0,0.0,0,False
507,0.8,0.09,0.102,0.008,FWRD,0.3,0.0,0.0,0.0,0,False
508,0.435,0.394,0.081,0.09,FWRD,0.3,0.0,0.0,0.0,0,False
509,0.418,0.474,0.058,0.051,FWRD,0.3,0.0,0.0,0.0,0,False
510,0.273,0.651,0.037,0.039,FWRD,0.3,0.0,0.0,0.0,0,False
511,0.697,0.197,0.093,0.012,FWRD,0.3,0.0,0.0,0.0,0,False
512,0.178,0.777,0.033,0.012,LEFT,0.17,-0.166,-0.134,-0.032,1,False
513,0.386,0.535,0.035,0.045,FWRD,0.3,0.0,0.0,0.0,0,False
514,0.176,0.768,0.025,0.032,LEFT,0.15,-0.146,-0.134,-0.012,1,False
515,0.284,0.589,0.051,0.076,FWRD,0.3,0.0,0.0,0.0,0,False
516,0.407,0.506,0.026,0.062,FWRD,0.3,0.0,0.0,0.0,0,False
517,0.245,0.623,0.031,0.1,LEFT,0.11,-0.112,-0.107,-0.006,1,False
518,0.536,0.346,0.03,0.087,FWRD,0.3,0.0,0.0,0.0,0,False
519,0.678,0.204,0.027,0.091,FWRD,0.3,0.0,0.0,0.0,0,False
520,0.878,0.072,0.019,0.031,FWRD,0.3,0.0,0.0,0.0,0,False
521,0.884,0.041,0.039,0.037,FWRD,0.3,0.0,0.0,0.0,0,False
522,0.948,0.007,0.026,0.02,FWRD,0.3,0.0,0.0,0.0,0,False
523,0.8,0.076,0.059,0.065,FWRD,0.3,0.0,0.0,0.0,0,False
524,0.84,0.047,0.061,0.052,FWRD,0.3,0.0,0.0,0.0,0,False
525,0.812,0.064,0.055,0.069,FWRD,0.3,0.0,0.0,0.0,0,False
526,0.809,0.032,0.117,0.042,FWRD,0.3,0.0,0.0,0.0,0,False
527,0.911,0.028,0.045,0.015,FWRD,0.3,0.0,0.0,0.0,0,False
528,0.911,0.013,0.072,0.004,FWRD,0.3,0.0,0.0,0.0,0,False
529,0.895,0.013,0.086,0.006,FWRD,0.3,0.0,0.0,0.0,0,False
530,0.843,0.037,0.103,0.017,FWRD,0.3,0.0,0.0,0.0,0,False
531,0.919,0.025,0.036,0.02,FWRD,0.3,0.0,0.0,0.0,0,False
532,0.852,0.052,0.087,0.008,FWRD,0.3,0.0,0.0,0.0,0,False
533,0.852,0.017,0.128,0.003,FWRD,0.3,0.0,0.0,0.0,0,False
534,0.839,0.015,0.143,0.004,FWRD,0.3,0.0,0.0,0.0,0,False
535,0.918,0.009,0.071,0.002,FWRD,0.3,0.0,0.0,0.0,0,False
536,0.839,0.022,0.116,0.022,FWRD,0.3,0.0,0.0,0.0,0,False
537,0.765,0.026,0.196,0.012,FWRD,0.3,0.0,0.0,0.0,0,False
538,0.934,0.017,0.047,0.003,FWRD,0.3,0.0,0.0,0.0,0,False
539,0.8,0.061,0.092,0.047,FWRD,0.3,0.0,0.0,0.0,0,False
540,0.816,0.021,0.155,0.008,FWRD,0.3,0.0,0.0,0.0,0,False
541,0.744,0.092,0.154,0.009,FWRD,0.3,0.0,0.0,0.0,0,False
542,0.834,0.046,0.108,0.012,FWRD,0.3,0.0,0.0,0.0,0,False
543,0.863,0.04,0.087,0.01,FWRD,0.3,0.0,0.0,0.0,0,False
544,0.718,0.065,0.182,0.034,FWRD,0.3,0.0,0.0,0.0,0,False
545,0.862,0.03,0.095,0.014,FWRD,0.3,0.0,0.0,0.0,0,False
546,0.718,0.021,0.253,0.009,FWRD,0.3,0.0,0.0,0.0,0,False
547,0.772,0.054,0.152,0.022,FWRD,0.3,0.0,0.0,0.0,0,False
548,0.817,0.035,0.145,0.003,FWRD,0.3,0.0,0.0,0.0,0,False
549,0.791,0.05,0.135,0.024,FWRD,0.3,0.0,0.0,0.0,0,False
550,0.676,0.063,0.246,0.015,FWRD,0.3,0.0,0.0,0.0,0,False
551,0.839,0.053,0.078,0.031,FWRD,0.3,0.0,0.0,0.0,0,False
552,0.657,0.061,0.125,0.156,FWRD,0.3,0.0,0.0,0.0,0,False
553,0.543,0.078,0.164,0.215,FWRD,0.3,0.0,0.0,0.0,0,False
554,0.768,0.063,0.132,0.037,FWRD,0.3,0.0,0.0,0.0,0,False
555,0.665,0.126,0.14,0.069,FWRD,0.3,0.0,0.0,0.0,0,False
556,0.314,0.351,0.21,0.126,FWRD,0.3,0.0,0.0,0.0,0,False
557,0.4,0.22,0.245,0.134,FWRD,0.3,0.0,0.0,0.0,0,False
558,0.343,0.236,0.247,0.173,FWRD,0.3,0.0,0.0,0.0,0,False
559,0.361,0.316,0.207,0.116,FWRD,0.3,0.0,0.0,0.0,0,False
560,0.376,0.262,0.234,0.128,FWRD,0.3,0.0,0.0,0.0,0,False
561,0.259,0.372,0.243,0.127,FWRD,0.3,0.0,0.0,0.0,0,False
562,0.339,0.266,0.229,0.166,FWRD,0.3,0.0,0.0,0.0,0,False
563,0.34,0.202,0.276,0.182,FWRD,0.3,0.0,0.0,0.0,0,False
564,0.456,0.133,0.241,0.169,FWRD,0.3,0.0,0.0,0.0,0,False
565,0.526,0.123,0.245,0.106,FWRD,0.3,0.0,0.0,0.0,0,False
566,0.322,0.135,0.408,0.135,FWRD,0.3,0.0,0.0,0.0,0,False
567,0.317,0.11,0.346,0.226,FWRD,0.3,0.0,0.0,0.0,0,False
568,0.27,0.132,0.336,0.262,FWRD,0.3,0.0,0.0,0.0,0,False
569,0.357,0.096,0.315,0.233,FWRD,0.3,0.0,0.0,0.0,0,False
570,0.479,0.084,0.275,0.162,FWRD,0.3,0.0,0.0,0.0,0,False
571,0.342,0.096,0.406,0.156,FWRD,0.3,0.0,0.0,0.0,0,False
572,0.329,0.12,0.296,0.255,FWRD,0.3,0.0,0.0,0.0,0,False
573,0.32,0.125,0.439,0.116,FWRD,0.3,0.0,0.0,0.0,0,False
574,0.476,0.096,0.26,0.168,FWRD,0.3,0.0,0.0,0.0,0,False
575,0.443,0.092,0.28,0.185,FWRD,0.3,0.0,0.0,0.0,0,False
576,0.393,0.144,0.29,0.173,FWRD,0.3,0.0,0.0,0.0,0,False
577,0.366,0.118,0.342,0.174,FWRD,0.3,0.0,0.0,0.0,0,False
578,0.449,0.086,0.238,0.228,FWRD,0.3,0.0,0.0,0.0,0,False
579,0.421,0.064,0.233,0.282,FWRD,0.3,0.0,0.0,0.0,0,False
580,0.388,0.148,0.208,0.256,FWRD,0.3,0.0,0.0,0.0,0,False
581,0.423,0.066,0.353,0.158,FWRD,0.3,0.0,0.0,0.0,0,False
582,0.347,0.095,0.363,0.195,FWRD,0.3,0.0,0.0,0.0,0,False
583,0.343,0.073,0.244,0.34,FWRD,0.3,0.0,0.0,0.0,0,False
584,0.422,0.08,0.339,0.159,FWRD,0.3,0.0,0.0,0.0,0,False
585,0.283,0.082,0.373,0.263,FWRD,0.3,0.0,0.0,0.0,0,False
586,0.329,0.113,0.374,0.184,FWRD,0.3,0.0,0.0,0.0,0,False
587,0.396,0.087,0.292,0.225,FWRD,0.3,0.0,0.0,0.0,0,False
588,0.474,0.132,0.194,0.201,FWRD,0.3,0.0,0.0,0.0,0,False
589,0.386,0.087,0.289,0.238,FWRD,0.3,0.0,0.0,0.0,0,False
590,0.42,0.061,0.236,0.284,FWRD,0.3,0.0,0.0,0.0,0,False
591,0.287,0.066,0.446,0.201,FWRD,0.3,0.0,0.0,0.0,0,False
592,0.538,0.069,0.256,0.137,FWRD,0.3,0.0,0.0,0.0,0,False
593,0.437,0.073,0.295,0.196,FWRD,0.3,0.0,0.0,0.0,0,False
594,0.288,0.074,0.365,0.273,FWRD,0.3,0.0,0.0,0.0,0,False
595,0.268,0.103,0.362,0.267,FWRD,0.3,0.0,0.0,0.0,0,False
596,0.392,0.07,0.313,0.226,FWRD,0.3,0.0,0.0,0.0,0,False
597,0.257,0.072,0.325,0.347,FWRD,0.3,0.0,0.0,0.0,0,False
598,0.385,0.058,0.334,0.223,FWRD,0.3,0.0,0.0,0.0,0,False
599,0.454,0.094,0.302,0.15,FWRD,0.3,0.0,0.0,0.0,0,False
